Fechas LVN: 313
Rango efectivo: 2022-04-05 -> 2024-11-01
Raw footprint: C:\Users\k_99_\Desktop\codding\data_footprint_generator\lvn_research_raw
Ventana Replay: 09:29-10:00 ET (X10)
Reporte final: C:\Users\k_99_\Desktop\codding\OpeningRangeSetup\EddiewareOpeningRangeSetup\EddiewareOpeningRangeSetup\outputs\lvn_or_strategy_replay\lvn_retest_bookrec_2022_2024.xlsx
IMPORTANTE: chart NQ 1 minuto + Volume_Profile_Eddieware; strategy NO requerida.
[atas_guard] 1 procesos, 1 instancia(s) pesada(s). Nada que limpiar (1 instancia = OK).
Replay configurado autom�ticamente en 10x.
ATAS no confirm� el rango (intento 1/3). FROM='04/04/2022 09:29:00 a. m.', TO='04/04/2022 10:00:00 a. m.'
ATAS no confirm� el rango (intento 2/3). FROM='04/04/2022 09:29:00 a. m.', TO='04/04/2022 10:00:00 a. m.'
ATAS no confirm� el rango (intento 3/3). FROM='04/04/2022 09:29:00 a. m.', TO='04/04/2022 10:00:00 a. m.'
  2022-04-05 intento 1/3 fall� (RuntimeError: ATAS no acept� el rango solicitado despu�s de 3 intentos. FROM='04/04/2022 09:29:00 a. m.', TO='04/04/2022 10:00:00 a. m.'); reintento en 60s...
Rango: FROM 05/04/2022 09:29:00 a. m. | TO 05/04/2022 10:00:00 a. m.
Esperando footprint+marker 2022-06-17: 00:55 / resta 14:05 | MISSING_FILES
Esperando footprint+marker 2022-06-17: 00:56 / resta 14:04 | MISSING_FILES
Esperando footprint+marker 2022-06-17: 00:57 / resta 14:03 | MISSING_FILES
Esperando footprint+marker 2022-06-17: 00:58 / resta 14:02 | MISSING_FILES
Esperando footprint+marker 2022-06-17: 00:59 / resta 14:01 | MISSING_FILES
Esperando footprint+marker 2022-06-17: 01:00 / resta 14:00 | MISSING_FILES
Esperando footprint+marker 2022-06-17: 01:01 / resta 13:59 | MISSING_FILES
Esperando footprint+marker 2022-06-17: 01:02 / resta 13:58 | MISSING_FILES
Esperando footprint+marker 2022-06-17: 01:03 / resta 13:57 | MISSING_FILES
Esperando footprint+marker 2022-06-17: 01:04 / resta 13:56 | MISSING_FILES
Esperando footprint+marker 2022-06-17: 01:05 / resta 13:55 | MISSING_FILES
Esperando footprint+marker 2022-06-17: 01:06 / resta 13:54 | MISSING_FILES
Esperando footprint+marker 2022-06-17: 01:07 / resta 13:53 | MISSING_FILES
Esperando footprint+marker 2022-06-17: 01:08 / resta 13:52 | MISSING_FILES
Esperando footprint+marker 2022-06-17: 01:09 / resta 13:51 | MISSING_FILES
Esperando footprint+marker 2022-06-17: 01:10 / resta 13:50 | MISSING_FILES
Esperando footprint+marker 2022-06-17: 01:11 / resta 13:49 | MISSING_FILES
Esperando footprint+marker 2022-06-17: 01:12 / resta 13:48 | MISSING_FILES
Esperando footprint+marker 2022-06-17: 01:13 / resta 13:47 | MISSING_FILES
Captura completa 2022-06-17: 782 filas | 2022-06-17 08:30:00.000 -> 2022-06-17 09:39:00.000                    

[52/313] 2022-06-17 | OK | OK

Captura LVN OR ██░░░░░░░░  16.6% | 355.0 min restantes

Rango: FROM 21/06/2022 09:29:00 a. m. | TO 21/06/2022 10:00:00 a. m.

Iniciando captura LVN X10 2022-06-21 (09:29-10:00)...


Replay iniciado (intento 1/3).                              


Esperando footprint+marker 2022-06-21: 00:00 / resta 15:00 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:01 / resta 14:59 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:02 / resta 14:58 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:03 / resta 14:57 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:04 / resta 14:56 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:05 / resta 14:55 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:06 / resta 14:54 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:07 / resta 14:53 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:08 / resta 14:52 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:09 / resta 14:51 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:10 / resta 14:50 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:11 / resta 14:49 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:12 / resta 14:48 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:13 / resta 14:47 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:14 / resta 14:46 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:15 / resta 14:45 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:16 / resta 14:44 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:17 / resta 14:43 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:18 / resta 14:42 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:19 / resta 14:41 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:20 / resta 14:40 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:21 / resta 14:39 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:22 / resta 14:38 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:23 / resta 14:37 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:24 / resta 14:36 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:25 / resta 14:35 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:26 / resta 14:34 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:27 / resta 14:33 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:28 / resta 14:32 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:29 / resta 14:31 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:30 / resta 14:30 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:31 / resta 14:29 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:32 / resta 14:28 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:33 / resta 14:27 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:34 / resta 14:26 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:35 / resta 14:25 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:36 / resta 14:24 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:37 / resta 14:23 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:38 / resta 14:22 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:39 / resta 14:21 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:40 / resta 14:20 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:41 / resta 14:19 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:42 / resta 14:18 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:43 / resta 14:17 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:44 / resta 14:16 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:45 / resta 14:15 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:46 / resta 14:14 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:47 / resta 14:13 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:48 / resta 14:12 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:49 / resta 14:11 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:50 / resta 14:10 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:51 / resta 14:09 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:52 / resta 14:08 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:53 / resta 14:07 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:54 / resta 14:06 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:55 / resta 14:05 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:56 / resta 14:04 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:57 / resta 14:03 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:58 / resta 14:02 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 00:59 / resta 14:01 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 01:00 / resta 14:00 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 01:01 / resta 13:59 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 01:02 / resta 13:58 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 01:03 / resta 13:57 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 01:04 / resta 13:56 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 01:05 / resta 13:55 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 01:06 / resta 13:54 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 01:07 / resta 13:53 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 01:08 / resta 13:52 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 01:09 / resta 13:51 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 01:10 / resta 13:50 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 01:11 / resta 13:49 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 01:12 / resta 13:48 | MISSING_FILES
Esperando footprint+marker 2022-06-21: 01:13 / resta 13:47 | MISSING_FILES
Captura completa 2022-06-21: 534 filas | 2022-06-21 08:30:00.000 -> 2022-06-21 09:39:00.000                    

[53/313] 2022-06-21 | OK | OK

Captura LVN OR ██░░░░░░░░  16.9% | 353.5 min restantes

Rango: FROM 22/06/2022 09:29:00 a. m. | TO 22/06/2022 10:00:00 a. m.

Iniciando captura LVN X10 2022-06-22 (09:29-10:00)...


Replay iniciado (intento 1/3).                              


Esperando footprint+marker 2022-06-22: 00:00 / resta 15:00 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:01 / resta 14:59 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:02 / resta 14:58 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:03 / resta 14:57 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:04 / resta 14:56 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:05 / resta 14:55 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:06 / resta 14:54 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:07 / resta 14:53 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:08 / resta 14:52 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:09 / resta 14:51 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:10 / resta 14:50 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:11 / resta 14:49 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:12 / resta 14:48 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:13 / resta 14:47 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:14 / resta 14:46 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:15 / resta 14:45 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:16 / resta 14:44 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:17 / resta 14:43 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:18 / resta 14:42 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:19 / resta 14:41 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:20 / resta 14:40 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:21 / resta 14:39 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:22 / resta 14:38 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:23 / resta 14:37 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:24 / resta 14:36 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:25 / resta 14:35 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:26 / resta 14:34 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:27 / resta 14:33 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:28 / resta 14:32 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:29 / resta 14:31 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:30 / resta 14:30 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:31 / resta 14:29 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:32 / resta 14:28 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:33 / resta 14:27 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:34 / resta 14:26 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:35 / resta 14:25 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:36 / resta 14:24 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:37 / resta 14:23 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:38 / resta 14:22 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:39 / resta 14:21 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:40 / resta 14:20 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:41 / resta 14:19 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:42 / resta 14:18 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:43 / resta 14:17 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:44 / resta 14:16 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:45 / resta 14:15 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:46 / resta 14:14 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:47 / resta 14:13 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:48 / resta 14:12 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:49 / resta 14:11 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:50 / resta 14:10 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:51 / resta 14:09 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:52 / resta 14:08 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:53 / resta 14:07 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:54 / resta 14:06 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:55 / resta 14:05 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:56 / resta 14:04 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:57 / resta 14:03 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:58 / resta 14:02 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 00:59 / resta 14:01 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 01:00 / resta 14:00 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 01:01 / resta 13:59 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 01:02 / resta 13:58 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 01:03 / resta 13:57 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 01:04 / resta 13:56 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 01:05 / resta 13:55 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 01:06 / resta 13:54 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 01:07 / resta 13:53 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 01:08 / resta 13:52 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 01:09 / resta 13:51 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 01:10 / resta 13:50 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 01:11 / resta 13:49 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 01:12 / resta 13:48 | MISSING_FILES
Esperando footprint+marker 2022-06-22: 01:13 / resta 13:47 | MISSING_FILES
Captura completa 2022-06-22: 742 filas | 2022-06-22 08:30:00.000 -> 2022-06-22 09:39:00.000                    

[54/313] 2022-06-22 | OK | OK

Captura LVN OR ██░░░░░░░░  17.3% | 352.1 min restantes

Rango: FROM 23/06/2022 09:29:00 a. m. | TO 23/06/2022 10:00:00 a. m.

Iniciando captura LVN X10 2022-06-23 (09:29-10:00)...


Replay iniciado (intento 1/3).                              


Esperando footprint+marker 2022-06-23: 00:00 / resta 15:00 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:01 / resta 14:59 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:02 / resta 14:58 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:03 / resta 14:57 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:04 / resta 14:56 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:05 / resta 14:55 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:06 / resta 14:54 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:07 / resta 14:53 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:08 / resta 14:52 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:09 / resta 14:51 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:10 / resta 14:50 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:11 / resta 14:49 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:12 / resta 14:48 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:13 / resta 14:47 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:14 / resta 14:46 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:15 / resta 14:45 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:16 / resta 14:44 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:17 / resta 14:43 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:18 / resta 14:42 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:19 / resta 14:41 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:20 / resta 14:40 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:21 / resta 14:39 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:22 / resta 14:38 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:23 / resta 14:37 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:24 / resta 14:36 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:25 / resta 14:35 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:26 / resta 14:34 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:27 / resta 14:33 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:28 / resta 14:32 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:29 / resta 14:31 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:30 / resta 14:30 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:31 / resta 14:29 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:32 / resta 14:28 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:33 / resta 14:27 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:34 / resta 14:26 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:35 / resta 14:25 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:36 / resta 14:24 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:37 / resta 14:23 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:38 / resta 14:22 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:39 / resta 14:21 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:40 / resta 14:20 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:41 / resta 14:19 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:42 / resta 14:18 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:43 / resta 14:17 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:44 / resta 14:16 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:45 / resta 14:15 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:46 / resta 14:14 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:47 / resta 14:13 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:48 / resta 14:12 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:49 / resta 14:11 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:50 / resta 14:10 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:51 / resta 14:09 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:52 / resta 14:08 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:53 / resta 14:07 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:54 / resta 14:06 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:55 / resta 14:05 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:56 / resta 14:04 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:57 / resta 14:03 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:58 / resta 14:02 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 00:59 / resta 14:01 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 01:00 / resta 14:00 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 01:01 / resta 13:59 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 01:02 / resta 13:58 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 01:03 / resta 13:57 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 01:04 / resta 13:56 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 01:05 / resta 13:55 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 01:06 / resta 13:54 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 01:07 / resta 13:53 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 01:08 / resta 13:52 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 01:09 / resta 13:51 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 01:10 / resta 13:50 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 01:11 / resta 13:49 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 01:12 / resta 13:48 | MISSING_FILES
Esperando footprint+marker 2022-06-23: 01:13 / resta 13:47 | MISSING_FILES
Captura completa 2022-06-23: 682 filas | 2022-06-23 08:30:00.000 -> 2022-06-23 09:39:00.000                    

[55/313] 2022-06-23 | OK | OK

Captura LVN OR ██░░░░░░░░  17.6% | 350.6 min restantes

Rango: FROM 24/06/2022 09:29:00 a. m. | TO 24/06/2022 10:00:00 a. m.

Iniciando captura LVN X10 2022-06-24 (09:29-10:00)...


Replay iniciado (intento 1/3).                              


Esperando footprint+marker 2022-06-24: 00:00 / resta 15:00 | MISSING_FILES
Esperando footprint+marker 2022-06-24: 00:01 / resta 14:59 | MISSING_FILES
Esperando footprint+marker 2022-06-24: 00:02 / resta 14:58 | MISSING_FILES
Esperando footprint+marker 2022-06-24: 00:03 / resta 14:57 | MISSING_FILES
Esperando footprint+marker 2022-06-24: 00:04 / resta 14:56 | MISSING_FILES
Esperando footprint+marker 2022-06-24: 00:05 / resta 14:55 | MISSING_FILES
Esperando footprint+marker 2022-06-24: 00:06 / resta 14:54 | MISSING_FILES
Esperando footprint+marker 2022-06-24: 00:07 / resta 14:53 | MISSING_FILES
Esperando footprint+marker 2022-06-24: 00:08 / resta 14:52 | MISSING_FILES
Esperando footprint+marker 2022-06-24: 00:09 / resta 14:51 | MISSING_FILES
Esperando footprint+marker 2022-06-24: 00:10 / resta 14:50 | MISSING_FILES
Esperando footprint+marker 2022-06-24: 00:11 / resta 14:49 | MISSING_FILES
